ITEM CODE,YEAR,MONTH,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
11455,18155,64,8.690000000000001,-0.58,0.0
11456,18155,64,11.059999999999999,3.92,0.0
11457,18155,64,11.18,9.0,4.0
11458,18155,64,21.4,19.0,42.0
11459,18155,64,20.549999999999997,8.0,29.0
11460,16138,55,7.130000000000001,0.92,0.0
11461,16138,53,5.440000000000001,4.0,0.0
11462,18155,64,98.9,112.0,0.0
11463,18155,64,77.15,76.0,3.0
11464,18155,64,70.99000000000001,77.33,0.0
114677,2017,6,0.08,0.0,0.0
11469,8069,29,7.25,9.0,7.0
11479,18155,64,4.05,0.0,0.0
11482,18155,64,25.110000000000003,25.0,2.0
11487,18155,64,40.01,50.67,0.0
114936,4034,21,0.98,0.0,32.0
115037,6051,19,0.73,0.0,0.0
11509,18155,64,8.93,16.0,0.0
115096,6052,21,0.5700000000000001,0.0,0.0
115185,18155,64,7.460000000000001,7.0,7.0
11525,18155,64,215.3,216.49,0.0
115290,18155,64,14.309999999999999,8.0,34.0
11531,6053,15,8.0,9.0,6.0
11535,18155,64,40.7,43.0,159.75
11536,18155,64,75.5,88.0,255.75
11562,18155,64,24.200000000000003,-0.5,0.0
11563,18155,64,28.67,23.0,6.0
11565,6053,9,8.469999999999999,14.0,0.0
11584,18155,64,468.1,438.0,8.0
11592,18155,64,81.77,85.0,1.0
116114,18155,64,16.99,20.0,37.0
11622,16138,56,7.140000000000001,6.0,4.0
11630,10085,43,10.15,9.83,3.0
116319,12102,53,7.82,8.0,3.0
11649,18155,64,5.0,3.0,3.0
116548,2017,6,0.08,0.0,0.0
11703,18155,64,1298.16,1282.49,19.0
11711,18155,64,348.56999999999994,346.0,8.0
11720,18155,64,492.06999999999994,497.15,0.0
11738,18155,64,321.8,332.76000000000005,1.0
11746,18155,64,1383.5400000000002,1381.3400000000001,73.0
11762,18155,64,2519.4199999999996,2479.13,17.0
11770,18155,64,944.8300000000002,997.7499999999999,57.0
11797,18155,64,122.09,127.82000000000002,0.0
11801,2017,10,2.0,2.0,28.0
11803,12103,48,6.17,4.0,12.0
118176,16138,56,9.370000000000001,7.0,19.0
11819,18155,64,182.36,202.67000000000002,2.0
118192,10087,26,0.82,0.0,11.0
118281,6052,16,0.8300000000000001,0.0,3.0
11835,18155,64,256.78,230.97,0.0
11837,18155,64,46.77,56.0,0.0
11838,18155,64,62.82,48.0,0.0
118389,18155,64,5.699999999999999,5.0,0.0
11839,16138,58,12.73,11.0,0.0
11840,18155,64,74.91000000000001,90.0,31.0
11841,18155,64,28.910000000000004,22.0,0.0
118419,2017,5,0.24,0.0,0.0
11842,18155,64,28.790000000000006,25.0,0.0
11843,18155,64,246.63,273.44000000000005,47.0
11844,18155,64,127.87,148.49,0.0
11851,18155,64,285.74,279.83,0.0
118516,18155,64,35.14,36.0,23.0
118540,14121,53,6.390000000000001,9.0,45.0
11856,6052,22,1.5,0.0,3.0
11860,18155,64,189.48999999999998,178.92000000000002,21.92
118680,8068,37,1.7,-0.08,2.0
11876,10087,29,5.35,6.0,13.0
11878,18155,64,8.719999999999999,0.0,0.0
11886,18155,64,323.26,338.44,1.0
11894,18155,64,185.33,204.92000000000002,134.0
11906,18155,64,10.0,1.5,0.0
11908,4036,3,3.0,4.0,6.0
11912,4034,11,1.0,0.0,14.0
11914,2017,6,1.0,0.0,2.0
119229,16137,62,2.8,0.0,45.0
11924,2017,5,0.08,0.0,0.0
119261,18155,64,8.27,6.0,2.0
11927,8070,23,3.5700000000000003,0.0,0.0
119270,12104,44,2.9899999999999998,3.0,7.0
11940,18155,64,179.48999999999998,191.84000000000003,27.0
119466,6051,23,0.72,0.0,0.0
11952,8068,42,1.25,0.0,9.0
119539,6051,19,0.33,0.0,17.0
11959,18155,64,26.45,19.92,1.0
119628,4034,21,0.16,0.0,4.0
11967,10085,40,0.8,0.0,0.0
119776,16138,59,2.2099999999999995,-0.08,0.0
12006,18155,64,15.75,15.0,57.0
12017,18155,64,112.4,113.84,12.0
120200,4034,14,0.64,0.0,10.0
12027,4036,3,3.5,5.0,0.0
120324,16137,62,6.9,4.75,9.0
120413,10086,43,1.02,0.0,11.0
12045,18155,64,12.139999999999999,1.0,0.0
12046,14120,54,9.45,1.0,0.0
12049,6052,24,5.25,7.0,12.0
120588,16138,56,11.5,15.0,17.0
120650,2017,5,1.0,1.0,0.0
12068,18155,64,90.49999999999999,100.75999999999999,1.0
120758,10085,42,2.23,1.0,0.0
12092,4034,17,0.5800000000000001,0.0,0.0
120960,12103,40,0.9600000000000001,0.0,0.0
120995,8068,33,0.73,0.0,1.0
121134,18155,64,2.4000000000000004,3.0,19.0
12134,10087,36,12.299999999999999,25.0,0.0
121347,8070,20,1.9600000000000002,2.0,3.0
12135,18155,64,31.57,43.92,0.0
12136,18155,64,36.61,28.0,0.0
12138,18155,64,59.18,65.0,51.0
12139,14121,47,3.2100000000000004,1.0,7.0
12140,18155,64,49.11,34.0,2.0
12141,18155,64,69.17,60.83,0.0
12142,14121,53,41.69,48.0,133.0
12143,18155,64,46.190000000000005,25.0,6.0
121436,10085,45,0.8,0.0,0.0
12144,18155,64,11.240000000000002,5.84,19.0
12150,18155,64,6.490000000000001,5.0,3.0
12203,18155,64,272.53,274.0,2.0
12204,16138,59,5.609999999999999,5.0,0.0
12205,18155,64,6.09,9.0,0.0
12210,14120,58,7.75,11.0,55.0
12211,18155,64,6.51,6.0,9.0
12212,16137,62,14.69,3.0,2.0
12220,18155,64,79.55000000000001,73.0,73.0
12222,18155,64,5.079999999999999,0.0,0.0
12223,18155,64,35.28,28.0,1.0
12224,6052,15,1.85,0.0,0.0
122246,10087,30,0.56,0.0,1.0
12225,18155,64,11.71,13.0,0.0
122254,16138,58,3.11,4.0,0.0
12236,2018,2,1.5,6.0,0.0
122394,6051,29,0.6399999999999999,0.0,0.0
12247,14119,61,10.0,8.0,30.0
122572,8068,31,0.8500000000000001,0.0,0.0
122599,14121,53,6.140000000000001,7.0,52.0
12262,14121,53,125.99000000000001,137.66,0.0
122688,4035,14,1.25,1.0,18.0
122734,2017,11,0.68,0.0,8.0
12285,12104,37,4.41,-0.17,0.0
12286,16137,62,5.08,3.0,0.0
122955,6052,19,0.6499999999999999,0.0,0.0
123196,2017,5,0.08,0.0,0.0
12327,16138,55,5.75,1.0,1.0
12351,18155,64,6.08,5.0,0.0
12360,4034,11,1.0,0.0,0.0
123765,18155,64,61.64,68.0,29.0
12378,18155,64,57.55,57.83,0.0
12385,16138,59,63.35999999999999,75.0,270.0
12392,8069,20,12.040000000000001,12.0,0.0
12394,18155,64,95.16,93.0,2.0
124028,14119,61,6.83,2.0,117.0
124109,16137,62,14.709999999999999,12.0,108.0
12412,18155,64,16.79,10.0,3.0
12413,18155,64,39.040000000000006,38.92,3.0
12414,18155,64,20.03,12.92,0.0
124141,4036,3,1.4000000000000001,3.0,42.0
12419,16138,56,10.1,12.0,0.0
12420,10085,38,7.6499999999999995,4.0,0.0
12421,18155,64,33.56,45.0,0.0
12424,18155,64,208.17000000000002,221.5,5.0
12426,10087,22,1.3800000000000001,6.0,19.0
124621,2018,2,0.16,1.0,3.0
124672,18155,64,10.84,12.0,4.0
12475,4034,11,7.92,8.0,0.0
124796,10086,38,2.1300000000000003,0.0,25.0
12487,4034,11,0.34,0.0,0.0
12526,18155,64,33.62,36.0,0.0
125261,18155,64,12.44,9.0,6.67
12527,14119,61,77.04,99.68,0.0
12528,16138,59,10.05,12.0,0.0
12529,14121,53,3.6799999999999997,5.0,0.0
12530,18155,64,29.28,11.0,5.0
12537,6051,23,7.0,3.0,52.0
12548,18155,64,217.44,267.92,6.0
12556,18155,64,182.47,198.0,1.0
12569,12104,39,1.52,1.0,0.0
12570,12102,56,13.860000000000001,14.0,1.0
12571,12104,43,3.3700000000000006,3.0,0.0
12572,18155,64,30.599999999999998,24.84,0.0
125725,18155,64,4.13,4.0,1.0
12580,8068,29,0.6399999999999999,0.0,0.0
12581,2018,2,0.33,0.0,1.0
12629,18155,64,156.31,154.0,0.0
12634,2017,6,1.0,1.0,0.0
126349,14121,41,4.45,4.83,21.0
12647,2017,6,2.04,2.0,0.0
126578,18155,64,18.569999999999997,13.0,0.0
12661,18155,64,2.96,-0.04,0.0
126691,18155,64,30.79,20.0,0.0
12671,14121,53,3.9400000000000004,1.0,0.0
126764,16137,63,19.5,15.0,1.0
12696,18155,64,5.55,4.0,0.0
126985,18155,64,134.09,138.66,84.0
127035,6053,15,3.9,4.0,0.0
12722,6051,33,1.72,2.0,0.0
12723,2017,8,0.5,0.0,0.0
127256,2017,5,5.0,4.0,0.0
12740,16138,59,49.760000000000005,41.83,0.0
127469,12102,50,2.6300000000000003,1.0,2.0
127566,16138,58,6.61,5.0,1.0
12769,18155,64,1493.58,1494.8200000000002,9.0
127760,14119,61,3.1399999999999997,1.0,0.0
12777,4034,13,1.24,0.0,0.0
12785,18155,64,409.68,439.19,64.0
127922,18155,64,24.830000000000002,22.92,1.0
12801,14121,53,12.040000000000001,14.0,8.0
128031,4035,13,0.51,1.0,12.0
12815,4034,23,31.36,33.0,0.0
12827,14121,53,10.339999999999998,12.0,1.0
12852,4034,17,2.99,3.0,54.0
12861,10085,50,5.0,5.0,35.75
12866,10085,47,5.869999999999999,1.0,0.0
12885,12104,43,8.25,14.0,36.0
128937,18155,64,89.10000000000001,87.84,11.0
12904,18155,64,52.67,36.0,0.0
129186,18155,64,11.61,9.0,1.0
12920,18155,64,81.77000000000001,70.0,0.0
12926,6051,30,3.8200000000000003,4.0,24.0
12944,10087,36,158.76,177.0,773.75
12947,18155,64,60.14000000000001,35.0,0.0
129585,4034,11,0.57,0.0,0.0
12963,18155,64,55.34000000000001,49.0,14.0
12971,18155,64,72.91,67.84,65.0
12980,18155,64,14.469999999999999,9.0,0.0
129828,6051,27,0.42000000000000004,0.0,0.0
12989,6052,25,0.98,1.0,1.0
12991,6051,31,21.490000000000002,22.0,0.0
12992,6053,15,3.39,11.0,3.0
12998,18155,64,328.13,330.59000000000003,208.57999999999998
13007,2017,10,0.17,0.17,0.0
13014,4034,22,6.5,8.0,1.0
13017,10087,36,1.54,4.0,1.0
13020,8069,34,6.630000000000001,12.0,38.0
130214,4035,10,0.08,0.0,0.0
130400,10085,46,1.22,0.0,0.0
130478,12104,35,1.56,0.0,41.83
13080,18155,64,44.0,46.5,3511.5
13082,8070,26,6.25,8.0,80.0
13099,18155,64,843.2699999999999,869.0,1888.5
131172,18155,64,106.94000000000001,115.0,448.0
131229,6052,25,2.04,0.0,0.0
131415,2017,12,0.85,0.0,6.0
13145,18155,64,30.910000000000004,29.0,2.0
13153,18155,64,43.269999999999996,32.92,108.0
13188,18155,64,92.10999999999999,96.0,177.0
132020,6051,32,0.32,0.0,1.0
13218,16138,59,2.71,2.33,0.0
13226,4034,11,0.32,0.0,0.0
132713,6051,29,1.32,0.0,10.0
132721,10086,33,2.55,1.0,2.0
133086,8070,24,0.49000000000000005,0.0,0.0
133612,6052,25,0.33,1.0,0.0
13374,18155,64,34.55,24.0,0.0
13390,18155,64,139.1,120.92,8.0
134015,18155,64,38.150000000000006,36.0,1.0
134066,16138,59,3.1400000000000006,3.0,35.0
134112,10087,36,2.4699999999999998,4.0,4.0
13420,18155,64,65.11,66.42,15.0
13455,18155,64,238.26,250.92000000000002,39.0
13463,14121,51,2.21,0.0,3.0
13501,18155,64,233.45,249.67000000000002,42.0
13544,14121,43,2.44,0.0,0.0
135461,10085,43,1.0699999999999998,0.0,4.0
135470,12103,51,12.32,10.0,72.0
13552,18155,64,11.32,13.0,3.0
135534,4034,22,0.33,0.0,0.0
13560,18155,64,10.07,7.92,2.0
13587,18155,64,30.86,21.0,0.0
136387,14121,43,4.4,2.0,0.0
136409,18155,64,23.16,24.75,7.0
13650,18155,64,44.7,41.08,10.0
136891,14119,61,6.0600000000000005,2.0,21.0
13692,18155,64,36.779999999999994,42.0,0.0
136964,18155,64,8.740000000000002,5.0,3.0
13714,16138,58,2.26,1.0,0.0
13722,16138,58,11.890000000000002,21.25,2.0
137448,18155,64,29.79,37.0,1.0
137456,8068,38,0.4,0.0,2.0
13749,18155,64,35.59,25.92,74.58
137510,18155,64,4.5200000000000005,3.0,14.0
137537,6051,26,1.0699999999999998,0.0,3.0
13757,18155,64,28.919999999999998,23.0,10.0
13773,18155,64,34.79,24.0,0.0
137731,6053,12,0.16,0.0,0.0
13781,4035,9,0.32,0.0,0.0
137839,14120,53,4.91,6.0,0.0
137847,2017,12,0.08,0.0,0.0
13790,6052,22,0.68,0.0,0.0
13803,6053,15,2.35,2.0,1.0
13811,18155,64,8.309999999999999,12.0,4.0
138371,16137,63,45.19,60.92,1.0
13846,16138,53,4.29,3.0,29.0
138541,14121,49,2.54,0.0,1.0
13862,14120,54,2.8699999999999997,1.0,1.0
13870,4034,18,0.58,0.0,0.0
138711,2017,6,0.17,0.0,0.0
138967,18155,64,9.27,12.0,13.0
139025,16137,63,7.669999999999999,4.0,2.0
13919,18155,64,36.71,21.0,8.0
13960,18155,64,186.1,183.43,178.0
139629,6051,21,1.0899999999999999,2.0,1.0
139890,18155,64,19.38,12.0,157.92
140,10086,41,0.6399999999999999,0.0,0.0
14001,18155,64,228.94000000000003,233.92000000000002,63.0
140163,14120,53,3.9499999999999997,2.0,48.0
14028,18155,64,80.13000000000001,44.0,0.0
14036,18155,64,57.68999999999999,57.92,56.0
140384,4036,3,5.58,11.0,43.0
14044,18155,64,104.27,95.92,82.0
140465,10086,39,1.3099999999999998,1.0,32.0
14052,18155,64,12.540000000000003,14.0,6.0
140570,18155,64,181.52000000000004,191.0,12.0
1406,10087,31,34.910000000000004,47.0,276.0
140600,8068,34,1.79,0.0,5.0
14079,8070,26,1.05,0.0,0.0
140813,18155,64,17.84,20.75,29.92
14087,18155,64,31.25,28.83,0.0
14109,10085,42,1.19,0.0,0.0
141135,14121,49,3.6500000000000004,3.0,31.0
141143,12102,49,0.81,0.0,0.0
14117,18155,64,184.57999999999998,179.99,12.0
14133,18155,64,51.03999999999999,34.0,0.0
14141,18155,64,39.53,37.0,1.0
14176,18155,64,12.790000000000001,8.0,0.0
14184,18155,64,131.56,123.92,23.0
14206,18155,64,2.8400000000000007,0.0,6.0
14249,18155,64,96.91999999999999,91.0,109.0
14265,18155,64,7.870000000000001,3.25,7.0
14311,18155,64,251.76999999999998,243.0,3.0
143294,14119,61,7.0600000000000005,5.0,30.0
14338,10085,43,1.12,0.0,0.0
143588,16137,63,1.95,0.0,0.0
143642,8070,20,0.5599999999999999,0.0,1.0
143758,8068,34,1.02,0.0,0.0
143766,6053,13,1.7000000000000002,0.0,3.0
14400,16138,59,4.67,5.0,0.0
14443,18155,64,49.96999999999999,51.0,0.0
144460,14120,54,2.95,3.0,14.0
14451,12102,52,2.4899999999999998,0.0,0.0
144770,14119,61,13.920000000000002,12.25,94.59
14478,6051,22,8.86,4.0,0.0
144835,18155,64,28.93,29.0,27.0
14486,2017,8,0.92,0.0,0.0
145017,16138,58,8.14,2.0,36.0
