ITEM CODE,YEAR,MONTH,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
10787,2017,6,0.85,4.0,1.0
10790,8068,38,2.92,1.0,9.0
10804,18155,64,125.30000000000001,127.84,65.0
10820,18155,64,56.23,53.92,35.0
108200,14120,54,1.97,2.0,16.0
108367,4035,12,4.42,5.0,3.0
108391,4034,17,1.23,2.0,2.0
10847,4035,12,1.9699999999999998,2.0,2.0
10850,16138,58,5.79,8.0,18.0
10855,4034,19,4.63,3.0,2.0
10859,18155,64,50.269999999999996,50.58,36.0
10860,18155,64,176.25,183.92,53.92
10861,18155,64,88.71000000000001,85.84,52.0
108634,18155,64,29.1,24.0,45.0
10866,10086,31,5.75,5.0,6.0
108790,18155,64,28.270000000000003,30.0,45.0
10898,18155,64,121.01,107.0,246.0
10907,18155,64,198.48,205.0,20.0
10910,18155,64,8.75,9.0,21.0
10914,2018,1,1.25,2.0,1.0
10915,2018,1,1.0,2.0,1.0
10919,4034,21,2.27,3.0,3.0
109630,2017,9,0.16,0.0,1.0
10979,12104,38,188.12,180.82999999999998,13.0
10994,16138,55,18.990000000000002,22.0,36.0
110000,2017,12,0.9,0.0,1.0
11002,6051,24,34.269999999999996,34.0,10.0
110132,2018,2,3.54,7.0,2.0
11015,2017,5,1.0,0.0,2.0
11019,16138,56,88.92,97.0,37.92
11062,2018,2,0.75,2.0,9.0
11084,2017,6,2.65,2.0,2.0
11088,18155,64,489.3599999999999,532.01,39.0
11118,18155,64,1245.15,1305.6100000000001,202.0
11142,18155,64,70.23,76.83,27.0
111708,18155,64,6.82,0.0,22.0
111740,4035,11,0.24,0.0,2.0
11207,18155,64,444.34,442.92,215.92000000000002
11215,18155,64,261.21999999999997,275.5,102.83
112275,2017,11,0.65,0.0,2.0
112283,16138,56,3.53,2.0,74.0
11229,6051,19,2.0,2.0,6.0
11231,8069,29,219.69,247.82999999999998,4.0
11266,18155,64,312.02,311.92,112.0
112739,14121,47,8.46,12.0,104.0
11274,14121,50,44.84,43.0,20.0
112771,6053,12,1.58,1.0,9.0
112917,6053,15,4.17,8.0,41.0
11310,2017,10,0.17,0.0,2.0
11316,2017,10,1.53,1.0,1.0
11320,10086,40,37.19,39.84,7.0
11322,4034,11,1.75,0.0,6.0
11325,8068,28,2.75,3.0,28.0
113441,18155,64,66.5,58.59,223.75
11350,4035,11,1.71,4.0,3.0
11360,6051,33,3.0,1.0,35.0
11371,16138,52,12.500000000000002,6.0,54.0
11378,2018,2,0.04,0.0,1.0
11395,8069,25,21.240000000000002,22.0,5.0
11398,12104,39,10.27,10.0,12.0
11446,12103,39,99.01,109.84,9.0
11448,2017,12,0.65,1.0,1.0
11457,4034,17,3.56,2.0,4.0
11458,16137,63,17.25,17.0,42.0
11459,16137,63,18.83,7.0,29.0
11463,2018,2,5.61,12.0,3.0
11469,8069,29,7.25,9.0,7.0
11482,4035,10,2.88,8.0,2.0
114936,4034,21,0.98,0.0,32.0
115185,10087,35,4.07,4.0,7.0
115290,18155,64,14.309999999999999,8.0,34.0
11531,4035,13,4.75,9.0,6.0
11535,18155,64,40.7,43.0,159.75
11536,18155,64,75.5,88.0,255.75
11563,8069,30,12.07,14.0,6.0
11584,10086,44,268.25,268.0,8.0
11592,2017,9,18.09,16.0,1.0
116114,16138,55,15.180000000000001,14.0,37.0
11622,4034,19,3.5300000000000002,0.0,4.0
11630,2017,9,0.5,10.0,3.0
116319,2017,9,0.08,7.0,3.0
11649,2017,8,1.33,1.0,3.0
11703,18155,64,1298.16,1282.49,19.0
11711,12104,41,218.32999999999998,212.0,8.0
11738,2017,8,37.21,38.0,1.0
11746,18155,64,1383.5400000000002,1381.3400000000001,73.0
11762,16138,58,2239.7999999999997,2203.3,17.0
11770,18155,64,944.8300000000002,997.7499999999999,57.0
11801,2017,10,2.0,2.0,28.0
11803,4034,19,2.26,4.0,12.0
118176,16138,56,9.370000000000001,7.0,19.0
11819,2017,5,17.0,24.0,2.0
118192,10087,26,0.82,0.0,11.0
118281,4034,14,0.75,0.0,3.0
11840,14121,43,49.620000000000005,74.0,31.0
11843,16138,55,232.57999999999998,273.44000000000005,47.0
118516,18155,64,35.14,36.0,23.0
118540,14121,53,6.390000000000001,9.0,45.0
11856,2017,11,0.75,0.0,3.0
11860,18155,64,189.48999999999998,178.92000000000002,21.92
118680,4034,17,1.54,-0.08,2.0
11876,10087,29,5.35,6.0,13.0
11886,2017,11,36.97,40.96,1.0
11894,18155,64,185.33,204.92000000000002,134.0
11908,2018,1,2.0,4.0,6.0
11912,4034,11,1.0,0.0,14.0
11914,2017,6,1.0,0.0,2.0
119229,14120,51,2.64,0.0,45.0
119261,4034,14,1.04,0.0,2.0
119270,10086,42,2.51,3.0,7.0
11940,16137,62,162.92,174.84000000000003,27.0
11952,8068,42,1.25,0.0,9.0
119539,6051,19,0.33,0.0,17.0
11959,2017,6,1.37,1.0,1.0
119628,4034,21,0.16,0.0,4.0
12006,18155,64,15.75,15.0,57.0
12017,16138,54,106.58000000000001,109.84,12.0
120200,4034,14,0.64,0.0,10.0
120324,8068,28,4.34,5.0,9.0
120413,10086,43,1.02,0.0,11.0
12049,4034,23,3.75,7.0,12.0
120588,8068,30,0.89,0.0,17.0
12068,2017,6,12.08,30.0,1.0
120995,2017,8,0.25,0.0,1.0
121134,16138,56,2.3200000000000003,3.0,19.0
121347,4034,17,1.4,2.0,3.0
12138,18155,64,59.18,65.0,51.0
12139,8070,24,2.3200000000000003,1.0,7.0
12140,4036,3,8.67,15.0,2.0
12142,14121,53,41.69,48.0,133.0
12143,10086,41,29.13,14.0,6.0
12144,10087,28,4.72,5.92,19.0
12150,4034,18,0.82,1.0,3.0
12203,4034,14,46.14,58.0,2.0
12210,12103,46,6.5,11.0,55.0
12211,10085,43,5.35,6.0,9.0
12212,4034,15,5.57,0.0,2.0
12220,18155,64,79.55000000000001,73.0,73.0
12223,2017,8,2.89,1.0,1.0
122246,2017,12,0.16,0.0,1.0
12247,10085,38,9.5,8.0,30.0
122599,14121,53,6.140000000000001,7.0,52.0
122688,4035,14,1.25,1.0,18.0
122734,2017,11,0.68,0.0,8.0
12327,2017,11,1.34,0.0,1.0
123765,18155,64,61.64,68.0,29.0
12385,14121,51,61.10999999999999,75.0,270.0
12394,4035,6,12.510000000000002,25.0,2.0
124028,14119,61,6.83,2.0,117.0
124109,16137,62,14.709999999999999,12.0,108.0
12412,4034,15,2.97,2.0,3.0
12413,4034,15,8.84,10.92,3.0
124141,4036,3,1.4000000000000001,3.0,42.0
12424,8069,33,76.96,95.5,5.0
12426,2018,1,0.34,4.0,19.0
124621,2018,2,0.16,1.0,3.0
124672,6051,23,5.87,3.0,4.0
124796,10086,38,2.1300000000000003,0.0,25.0
125261,12103,43,10.04,4.0,6.67
12530,4034,20,8.43,4.0,5.0
12537,6051,23,7.0,3.0,52.0
12548,12104,36,150.57,205.92000000000002,6.0
12556,2017,10,39.77,32.0,1.0
12570,2017,11,5.62,0.0,1.0
125725,2017,10,0.24,0.0,1.0
12581,2018,2,0.33,0.0,1.0
126349,12104,33,3.4499999999999997,3.83,21.0
126764,2017,5,2.75,3.0,1.0
126985,18155,64,134.09,138.66,84.0
127469,4034,15,0.32,0.0,2.0
127566,2017,11,0.97,1.0,1.0
12769,8069,24,684.03,626.66,9.0
12785,18155,64,409.68,439.19,64.0
127922,2017,11,2.42,2.0,1.0
12801,10087,31,6.789999999999999,9.0,8.0
128031,2018,2,0.34,1.0,12.0
12827,2017,12,0.85,1.0,1.0
12852,2017,8,1.45,3.0,54.0
12861,8068,38,4.5,5.0,35.75
12885,8069,33,6.25,10.0,36.0
128937,16137,62,83.32000000000001,84.84,11.0
129186,2017,6,0.84,1.0,1.0
12926,2017,9,0.75,4.0,24.0
12944,10087,36,158.76,177.0,773.75
12963,12103,49,35.699999999999996,35.0,14.0
12971,16138,55,63.72,67.84,65.0
12989,2017,11,0.5,1.0,1.0
12992,2018,2,0.68,1.0,3.0
12998,18155,64,328.13,330.59000000000003,208.57999999999998
13014,2017,12,0.5,2.0,1.0
13017,2017,11,0.65,0.0,1.0
13020,4034,21,4.32,12.0,38.0
130478,12104,35,1.56,0.0,41.83
13080,18155,64,44.0,46.5,3511.5
13082,8070,26,6.25,8.0,80.0
13099,18155,64,843.2699999999999,869.0,1888.5
131172,18155,64,106.94000000000001,115.0,448.0
131415,2017,12,0.85,0.0,6.0
13145,4035,8,5.109999999999999,6.0,2.0
13153,18155,64,43.269999999999996,32.92,108.0
13188,18155,64,92.10999999999999,96.0,177.0
132020,2017,11,0.08,0.0,1.0
132713,6051,29,1.32,0.0,10.0
132721,4035,14,1.0499999999999998,0.0,2.0
13390,8069,25,48.080000000000005,34.92,8.0
134015,2017,5,5.7,35.0,1.0
134066,16138,59,3.1400000000000006,3.0,35.0
134112,4034,22,0.58,2.0,4.0
13420,16138,58,58.66,54.42,15.0
13455,18155,64,238.26,250.92000000000002,39.0
13463,2018,2,0.34,0.0,3.0
13501,18155,64,233.45,249.67000000000002,42.0
135461,6051,32,0.9099999999999999,0.0,4.0
135470,12103,51,12.32,10.0,72.0
13552,6052,19,2.7899999999999996,8.0,3.0
13560,2017,11,1.89,3.0,2.0
136409,8069,30,14.16,5.92,7.0
13650,12103,45,34.830000000000005,28.08,10.0
136891,12102,51,5.74,2.0,21.0
136964,6052,18,2.4000000000000004,1.0,3.0
13722,4034,19,1.7999999999999998,1.67,2.0
137448,2017,5,4.55,5.0,1.0
137456,4034,18,0.16,0.0,2.0
13749,18155,64,35.59,25.92,74.58
137510,12102,51,3.8600000000000003,3.0,14.0
137537,4034,16,0.82,0.0,3.0
13757,12104,45,24.05,21.0,10.0
13803,2018,2,0.68,1.0,1.0
13811,4034,17,3.81,4.0,4.0
138371,2017,11,2.85,0.0,1.0
13846,16138,53,4.29,3.0,29.0
138541,2017,11,0.24,0.0,1.0
13862,2017,5,0.34,0.0,1.0
138967,18155,64,9.27,12.0,13.0
139025,2017,6,1.22,1.0,2.0
13919,10086,31,15.37,10.0,8.0
13960,18155,64,186.1,183.43,178.0
139629,2017,5,0.84,1.0,1.0
139890,18155,64,19.38,12.0,157.92
14001,18155,64,228.94000000000003,233.92000000000002,63.0
140163,14120,53,3.9499999999999997,2.0,48.0
14036,18155,64,57.68999999999999,57.92,56.0
140384,4036,3,5.58,11.0,43.0
14044,18155,64,104.27,95.92,82.0
140465,10086,39,1.3099999999999998,1.0,32.0
14052,6052,21,4.49,2.0,6.0
140570,12103,41,128.43,126.0,12.0
1406,6052,24,21.93,46.0,276.0
140600,8068,34,1.79,0.0,5.0
140813,14121,48,16.28,14.75,29.92
141135,14121,49,3.6500000000000004,3.0,31.0
14117,16138,56,164.79,163.99,12.0
14141,2017,8,7.14,2.0,1.0
14184,16137,63,123.39999999999999,114.92,23.0
14206,8068,35,1.46,0.0,6.0
14249,18155,64,96.91999999999999,91.0,109.0
14265,8070,24,3.37,1.25,7.0
14311,6052,20,71.98,64.0,3.0
143294,14119,61,7.0600000000000005,5.0,30.0
143642,2018,1,0.24,0.0,1.0
143766,2018,2,0.85,0.0,3.0
144460,6051,23,0.98,1.0,14.0
144770,14119,61,13.920000000000002,12.25,94.59
144835,14121,47,22.479999999999997,27.0,27.0
145017,16138,58,8.14,2.0,36.0
14516,2018,1,1.29,2.0,1.0
145572,6051,32,2.2,1.0,3.0
14575,8068,37,6.36,3.0,4.0
14621,14121,44,41.230000000000004,39.92,18.0
146285,6052,19,3.0599999999999996,0.0,4.0
14648,16138,59,55.43000000000001,69.0,86.0
14702,4034,22,2.13,0.0,2.0
147222,16138,56,63.769999999999996,56.0,86.0
14737,18155,64,49.7,41.0,161.0
14753,12104,39,64.13,62.92,17.0
147575,2017,9,0.08,0.0,1.0
14818,10087,30,9.82,8.92,7.0
14834,12104,37,31.32,31.0,21.0
148350,2017,12,0.24,0.0,3.0
148482,10086,36,4.96,7.0,11.0
148547,12103,48,4.1899999999999995,5.0,9.0
148555,18155,64,12.180000000000001,12.0,73.0
148610,16138,55,56.06,49.0,27.0
14940,4035,9,0.82,1.0,2.0
149497,4034,23,1.33,2.0,3.0
14990,12104,33,7.170000000000001,3.0,8.0
15008,18155,64,296.01000000000005,290.09,900.0
150150,8069,27,0.8099999999999999,1.0,9.0
15040,12102,52,6.65,2.0,8.0
15091,6052,24,7.37,5.0,5.0
15148,4035,14,1.23,0.0,2.0
151769,18155,64,4.32,4.0,12.0
152609,2017,5,0.16,0.0,1.0
15261,2017,8,2.89,1.0,1.0
15270,18155,64,1460.05,1431.9499999999998,39.0
15288,16138,55,898.49,931.83,97.0
153010,2018,2,0.34,0.0,1.0
153036,2017,6,0.57,0.0,1.0
153125,18155,64,138.93,136.0,109.92
153150,4034,13,1.32,1.0,2.0
15334,8068,38,21.37,9.0,10.0
153451,4035,14,0.8800000000000001,0.0,5.0
153494,2017,6,0.16,0.0,1.0
15385,4035,14,68.88,66.0,17.0
15407,18155,64,75.36,70.0,44.0
154229,4034,19,0.49,0.0,2.0
15440,18155,64,13.220000000000002,7.0,54.0
154466,2017,12,1.04,1.0,2.0
15458,6051,26,1.73,0.0,10.0
1546,18155,64,241.24,247.0,2911.25
155454,6051,28,3.52,4.0,5.0
155837,2018,1,0.64,5.0,2.0
156043,14121,50,60.38999999999999,67.0,8.0
15610,2017,11,9.57,10.0,8.0
156116,2017,5,0.41,0.0,2.0
1562,18155,64,126.75,137.0,470.5
156426,10086,44,9.620000000000001,8.0,10.0
156515,10086,35,3.7,3.0,8.0
156728,4034,16,0.82,0.0,2.0
156736,6052,19,3.89,1.0,11.0
156744,6051,26,3.75,6.0,6.0
15695,14120,53,9.01,8.0,14.0
15709,18155,64,98.05000000000003,100.92,90.0
157260,16137,62,4.05,4.0,11.0
157805,14120,51,4.14,4.0,47.0
15806,2018,1,0.56,0.0,2.0
158577,2017,12,0.17,0.0,1.0
158674,6053,9,0.6499999999999999,0.0,7.0
15881,18155,64,102.94,106.42,51.0
15920,18155,64,267.77000000000004,275.92,141.0
159220,12103,49,3.45,6.0,13.0
159271,2017,5,1.07,0.0,1.0
159344,10087,28,1.46,1.0,7.0
159719,14121,49,4.470000000000001,6.92,24.0
159824,12102,49,2.94,-0.17,45.0
15989,18155,64,370.0,380.0,758.75
160008,6053,12,7.6499999999999995,7.0,4.0
160237,16138,55,7.3100000000000005,8.0,17.0
160318,18155,64,40.480000000000004,34.83,21.0
160326,8068,37,1.2200000000000002,0.0,6.0
160350,8069,21,3.4,5.0,3.83
160641,2017,8,0.08,0.0,1.0
160989,6052,24,4.15,8.0,5.0
161519,10085,38,1.9400000000000002,1.0,8.0
16195,2017,11,3.2,2.0,1.0
16209,12103,47,45.86,36.92,19.0
16225,2017,12,2.7,1.0,1.0
162639,16137,62,4.56,2.0,61.0
162655,18155,64,4.57,5.0,30.0
162680,18155,64,103.57,93.0,70.0
1627,18155,64,108.32000000000001,127.0,218.0
162744,4035,11,20.76,20.0,2.0
162787,4034,21,0.8300000000000001,0.0,3.0
163090,10085,40,2.56,2.0,15.0
16314,2018,1,0.66,0.0,1.0
163180,14121,47,0.8,1.0,43.0
163589,18155,64,2.52,2.0,33.0
16365,18155,64,27.299999999999997,18.090000000000003,150.84
163716,4034,18,0.8400000000000001,0.0,3.0
16373,16138,53,38.17,28.84,26.0
163740,10087,31,1.2200000000000002,0.0,15.0
163759,2018,2,0.41,0.0,1.0
163775,2017,12,0.9,0.0,1.0
16390,8069,26,32.92,25.0,5.0
16420,2017,11,17.36,18.0,1.0
164330,14119,61,23.159999999999997,15.0,36.0
164496,4035,10,1.02,1.0,5.96
16500,2017,12,7.2,14.0,1.0
16519,16138,55,121.24000000000001,125.0,13.0
16527,4035,9,0.57,1.0,2.0
165328,2017,11,0.08,0.0,1.0
165492,6052,13,3.12,5.0,5.0
16560,6053,15,2.3899999999999997,3.0,3.0
16578,4035,9,0.92,2.0,2.0
166240,2018,2,0.41,5.0,1.0
166267,2018,2,0.4,0.0,1.0
166268,2018,2,0.08,9.0,8.0
166270,2018,2,0.16,1.0,2.0
166499,18155,64,6.640000000000001,8.0,30.0
166502,4034,15,0.41000000000000003,0.0,8.0
166600,4034,21,2.47,2.0,3.0
166618,16137,63,4.16,2.0,34.92
16691,10085,42,24.110000000000003,17.92,8.0
16705,4035,7,76.27000000000001,83.0,3.0
16721,18155,64,28.33,18.92,54.0
167681,6051,28,2.76,2.0,3.0
168556,6053,14,0.64,5.0,5.0
169161,10086,40,8.57,3.92,6.0
169722,12103,43,4.84,2.0,6.0
169749,6051,22,1.92,1.0,3.0
169765,14120,54,19.1,16.92,21.0
17000,18155,64,86.24999999999999,89.84,37.0
17051,12103,45,22.02,14.0,10.0
17132,12102,51,9.96,6.0,15.0
171409,4034,18,0.5,0.0,3.0
171492,2017,11,0.39,1.0,1.0
171956,6051,29,5.65,5.0,3.0
172162,2017,12,1.31,2.0,1.0
173002,2017,5,0.08,0.0,1.0
173258,2017,12,0.24,0.0,1.0
17353,18155,64,174.44,170.67000000000002,49.0
17361,2017,10,0.82,0.0,1.0
173762,4035,14,0.6599999999999999,2.0,2.0
17469,6052,12,3.5300000000000002,5.0,9.0
17515,2017,11,21.11,23.0,1.0
175331,2017,9,0.32,1.0,2.0
175501,18155,64,185.75,188.17000000000002,430.0
175676,2017,5,0.34,0.0,2.0
17590,18155,64,344.82,356.0,111.0
177091,6051,33,5.0600000000000005,4.0,5.0
17728,2018,1,0.34,0.0,1.0
177474,10085,44,3.8900000000000006,1.0,5.0
177741,8068,38,3.14,3.0,18.0
178063,8068,38,10.82,11.92,95.0
17817,6051,20,27.619999999999997,44.33,5.83
17825,6052,18,67.53999999999999,106.0,6.0
17868,6052,25,10.2,12.0,3.0
17892,10085,38,79.53,62.0,6.0
17906,6051,31,114.6,91.66,57.0
17914,4035,12,25.990000000000002,16.0,2.0
179310,4035,14,0.64,0.0,2.0
179426,18155,64,85.77000000000001,87.0,881.92
17965,2018,1,7.79,6.0,1.0
179736,4034,20,1.33,0.0,2.0
18007,18155,64,225.51,218.67000000000002,42.0
18015,6052,18,22.7,26.09,3.0
18031,14121,44,169.99000000000004,182.0,17.0
180661,2017,8,0.16,0.0,1.0
181064,10085,44,0.99,1.0,14.0
18139,18155,64,61.49,61.0,38.0
181552,8068,32,1.25,1.0,6.0
181560,18155,64,74.86,74.67,339.92
181919,6051,25,5.16,3.0,3.0
182630,12103,42,2.1399999999999997,0.0,12.0
182664,2018,2,0.16,0.0,1.0
182850,10087,26,20.85,4.0,9.0
182923,16137,63,8.99,10.0,19.0
183130,2017,11,0.16,0.0,1.0
18406,18155,64,133.84000000000003,135.75,79.0
18449,12104,40,37.69,40.92,14.0
18457,12104,41,6.67,7.0,16.0
18546,6052,18,14.120000000000001,14.0,10.0
185515,18155,64,34.66,35.0,295.92
18562,10087,27,2.0799999999999996,1.0,6.0
186031,18155,64,14.799999999999999,7.0,33.0
186384,16138,55,3.8399999999999994,3.0,48.0
186635,14119,61,1.7799999999999998,0.0,8.0
186902,18155,64,142.45,148.92000000000002,112.92
18716,4034,18,9.98,2.67,2.0
18783,18155,64,482.30000000000007,467.83,595.0
1880,18155,64,578.84,600.0,2201.5
18821,18155,64,428.01000000000005,441.5,49.0
18830,18155,64,231.49,243.75,112.0
188522,2017,5,1.18,1.0,2.0
18856,2017,6,2.1,1.0,1.0
188638,12104,38,4.3,5.0,14.0
188700,16138,55,5.430000000000001,2.0,20.0
18880,18155,64,56.98,59.0,28.0
189006,18155,64,77.55,85.0,152.0
18910,18155,64,76.67,78.75,160.0
189138,6051,27,0.6599999999999999,0.0,6.0
18937,16138,54,58.25999999999999,61.84,33.0
18953,2017,10,0.48,1.0,1.0
189677,4036,3,0.16,2.0,28.0
189715,10086,38,5.59,2.0,7.0
1899,18155,64,59.529999999999994,67.0,312.0
19003,18155,64,147.0,152.74999999999997,143.0
19011,14121,41,10.54,8.0,20.0
190136,6052,18,0.64,1.0,5.0
19020,18155,64,55.57,54.34,49.0
19054,2017,9,1.15,1.0,1.0
19100,2017,8,9.32,19.0,1.0
19119,18155,64,39.910000000000004,35.0,45.0
19135,12102,52,21.15,12.0,25.0
19151,2018,2,0.08,0.0,2.0
191833,6051,19,2.3000000000000003,3.0,16.0
19194,18155,64,70.63000000000001,70.92,72.0
19224,18155,64,197.58999999999997,209.0,177.92000000000002
19240,2017,12,2.78,1.0,1.0
19267,2018,2,0.34,0.0,1.0
192767,18155,64,98.30000000000001,85.92,25.0
19291,8070,19,160.69,181.92000000000002,5.0
192953,10086,37,3.6900000000000004,5.0,8.0
193062,2017,6,0.24,0.0,1.0
19321,6051,30,3.5999999999999996,1.0,4.0
193232,18155,64,25.390000000000004,17.92,56.0
193321,4036,3,0.64,2.0,11.0
19356,18155,64,77.31,75.0,31.0
193631,10085,41,1.56,1.0,8.0
19364,18155,64,45.900000000000006,37.0,75.0
19445,2017,5,0.17,0.0,2.0
19496,6051,19,21.34,11.0,10.0
195103,18155,64,99.56,95.0,324.0
195138,8069,34,15.200000000000001,15.0,4.0
195154,16138,56,2.11,3.0,14.0
19518,6052,19,23.12,21.33,3.0
195413,4035,13,0.4,0.0,5.0
19550,18155,64,127.63000000000001,126.59,18.0
195545,6051,24,2.0,1.0,4.0
195685,6052,24,1.47,0.0,4.0
195820,10085,41,4.86,3.0,35.08
195839,18155,64,50.69,47.84,332.0
19593,2017,10,0.9,0.0,7.0
19690,2017,12,16.84,9.0,2.0
1970,18155,64,125.5,131.0,735.0
197459,8069,29,1.3699999999999999,2.0,6.0
197777,4034,16,0.73,0.0,2.0
19801,10085,47,21.37,13.84,10.0
198110,2017,5,0.24,0.0,1.0
19860,18155,64,215.32,219.82999999999998,85.0
198684,2017,9,0.16,0.0,1.0
199346,6052,21,1.46,1.0,3.0
199672,18155,64,63.86,63.92,67.0
19975,2017,12,0.25,0.0,1.0
199788,2018,2,0.25,0.0,1.0
19992,6052,14,13.5,17.0,4.0
200000,18155,64,80.94,88.0,58.0
20083,14121,53,76.5,94.0,225.0
20084,6051,30,3.06,5.0,85.0
20085,14121,53,50.86,55.0,228.75
200859,2018,1,0.16,1.0,4.0
20087,14121,48,11.5,5.0,12.0
200875,2017,12,0.85,0.0,1.0
20109,18155,64,1203.7399999999998,1230.6599999999999,73.0
201308,8069,32,1.42,2.0,6.0
201316,8069,30,1.4700000000000002,1.0,5.0
201820,2017,10,0.24,0.0,1.0
202088,10087,30,1.92,0.0,12.0
20214,16138,53,41.470000000000006,42.0,26.0
20281,14121,47,13.92,14.0,17.92
20311,16138,54,36.97,36.0,60.0
203939,6053,15,6.92,6.0,67.0
20397,10086,34,3.4600000000000004,0.0,7.0
20435,4034,22,10.399999999999999,13.0,2.0
2046,2017,6,0.17,0.0,3.0
20460,12102,49,387.06,404.83,10.0
20494,2017,12,5.4,1.83,1.0
2054,12104,45,8.0,12.0,74.0
20613,6051,25,34.4,34.0,3.0
20621,14120,50,17.63,22.0,25.0
20656,14121,44,76.02,78.0,16.0
20745,18155,64,715.7900000000001,731.5000000000001,907.8299999999999
20826,18155,64,124.27,123.51,241.92000000000002
20877,18155,64,49.76,45.0,134.92000000000002
20885,2018,1,0.34,1.0,1.0
20990,18155,64,227.98000000000002,232.57999999999998,96.0
21148,18155,64,66.53999999999999,64.0,40.0
21164,18155,64,124.68999999999997,125.92,297.0
21180,16138,55,147.27,148.92000000000002,26.0
21199,14120,53,3.94,3.0,10.0
21202,18155,64,192.05,200.92000000000002,209.0
21210,18155,64,208.49999999999997,217.0,133.0
21237,6052,14,4.39,4.0,5.0
21300,8068,35,2.06,-0.33,5.0
21326,18155,64,74.79,79.92,227.0
21377,18155,64,43.03,30.83,30.0
21385,2018,1,0.42,0.0,1.0
21423,18155,64,39.209999999999994,33.66,112.0
21474,12104,45,21.959999999999997,25.0,8.0
21482,12104,41,34.13,26.0,16.0
21504,18155,64,35.13,30.0,110.0
